order_id,order_date,store_location,lens_type,lens_index,power,coating,frame_type,inventory_available,current_stage,sla_hours,time_in_stage_hours,total_processing_hours,qc_failed,reorder_required,delay_reason,delayed
16498,2024-11-22,Mumbai,Single Vision,1.6,2.0,Blue Cut,Sports,1,Order Placed,48,19,65,0,0,,0
16499,2024-12-27,Hyderabad,Single Vision,1.56,-0.93,Anti Glare,Sports,1,Assembly,48,31,38,0,0,,0
16500,2026-06-09,Bangalore,Single Vision,1.56,2.76,UV Protection,Aviator,1,Packing,48,40,74,0,0,,0
16501,2024-07-06,Chennai,Bifocal,1.5,4.93,Photochromic,Half Rim,0,Order Placed,96,15,80,0,0,,0
16502,2025-04-19,Bangalore,Single Vision,1.74,-5.87,Blue Cut,Rimless,1,Prescription Verification,48,11,36,0,0,,0
16503,2026-01-23,Chennai,Single Vision,1.56,-4.93,Photochromic,Aviator,1,Prescription Verification,48,23,82,0,0,,0
16504,2024-06-16,Delhi,Bifocal,1.67,-2.72,Photochromic,Sports,1,Order Placed,96,11,144,0,0,,0
16505,2026-05-05,Delhi,Progressive,1.67,-0.71,UV Protection,Half Rim,1,Assembly,120,46,168,0,0,,0
16506,2024-10-01,Hyderabad,Single Vision,1.67,0.78,Anti Glare,Full Rim,1,Prescription Verification,48,29,49,0,0,,0
16507,2026-03-14,Hyderabad,High Index,1.6,-3.54,UV Protection,Sports,1,Lens Cutting,168,61,164,0,0,,0
16508,2025-11-19,Delhi,Single Vision,1.5,-3.79,Anti Glare,Sports,1,Prescription Verification,48,62,26,0,0,,0
16509,2025-03-30,Mumbai,Progressive,1.6,3.19,UV Protection,Sports,1,Shipped,120,6,93,0,0,,0
16510,2026-02-25,Mumbai,Progressive,1.6,5.64,Anti Glare,Rimless,0,Delivered,120,22,116,0,0,,0
16511,2026-04-23,Hyderabad,Single Vision,1.56,2.45,Anti Glare,Half Rim,1,Prescription Verification,48,33,35,0,0,,0
16512,2025-03-19,Hyderabad,Single Vision,1.56,-4.89,UV Protection,Aviator,1,Packing,48,44,81,1,1,Logistics Delay,1
16513,2025-03-07,Mumbai,High Index,1.67,-1.46,Anti Glare,Aviator,0,Prescription Verification,168,14,108,0,0,,0
16514,2025-09-04,Mumbai,Single Vision,1.5,0.58,Anti Glare,Rimless,1,Prescription Verification,48,6,60,0,0,,0
16515,2025-08-30,Hyderabad,Progressive,1.56,-4.7,Photochromic,Aviator,1,Assembly,120,28,92,0,0,,0
16516,2025-02-20,Delhi,Single Vision,1.67,-1.91,Blue Cut,Half Rim,1,Delivered,48,40,68,0,0,,0
16517,2025-03-03,Chennai,Single Vision,1.67,1.72,UV Protection,Rimless,1,Order Placed,48,8,72,0,0,,0
16518,2025-04-05,Hyderabad,Single Vision,1.56,-3.13,Anti Glare,Half Rim,1,Packing,48,63,57,0,0,,0
16519,2025-07-27,Mumbai,Progressive,1.56,-6.01,Photochromic,Full Rim,1,Lens Cutting,120,27,209,0,0,,0
16520,2025-09-15,Bangalore,Single Vision,1.67,-3.32,Anti Glare,Full Rim,1,Shipped,48,29,29,1,1,,0
16521,2025-01-10,Hyderabad,Single Vision,1.67,-5.29,UV Protection,Rimless,1,Lens Cutting,48,47,30,0,0,,0
16522,2025-10-17,Mumbai,Progressive,1.6,5.47,Blue Cut,Full Rim,0,Prescription Verification,120,52,120,0,0,,0
16523,2024-09-25,Hyderabad,High Index,1.67,0.72,Blue Cut,Full Rim,0,QC,168,47,109,0,0,,0
16524,2026-02-11,Chennai,Progressive,1.67,0.68,UV Protection,Aviator,0,Coating,120,50,161,0,0,Inventory Shortage,1
16525,2025-01-06,Hyderabad,Single Vision,1.6,-5.34,UV Protection,Sports,0,Lens Cutting,48,5,35,0,0,,0
16526,2026-03-26,Bangalore,Single Vision,1.56,2.46,Photochromic,Rimless,1,Order Placed,48,20,39,0,0,,0
16527,2025-07-14,Chennai,Progressive,1.5,3.16,Photochromic,Sports,0,Lens Cutting,120,68,190,0,0,Supplier Delay,1
16528,2025-06-27,Delhi,Single Vision,1.56,-0.08,Anti Glare,Sports,1,Shipped,48,7,86,0,0,,0
16529,2026-02-23,Chennai,Single Vision,1.5,-4.4,Photochromic,Sports,1,Delivered,48,67,62,0,0,,0
16530,2024-08-26,Bangalore,High Index,1.56,2.96,Photochromic,Full Rim,0,Packing,168,56,190,0,0,Inventory Shortage,1
16531,2025-01-16,Chennai,Progressive,1.74,-2.93,Anti Glare,Full Rim,0,Order Placed,120,14,83,0,0,,0
16532,2026-03-23,Bangalore,Progressive,1.67,3.51,Blue Cut,Aviator,1,Packing,120,24,170,1,1,Supplier Delay,1
16533,2025-04-29,Hyderabad,Single Vision,1.6,0.23,Anti Glare,Aviator,1,Prescription Verification,48,65,25,0,0,,0
16534,2025-11-12,Chennai,High Index,1.74,-0.29,Photochromic,Sports,0,Order Placed,168,63,264,0,0,Logistics Delay,1
16535,2025-01-08,Delhi,Single Vision,1.6,3.55,Anti Glare,Aviator,1,Delivered,48,25,24,1,1,,0
16536,2025-06-16,Delhi,Single Vision,1.6,-6.21,UV Protection,Half Rim,1,Delivered,48,28,29,0,0,,0
16537,2024-10-27,Chennai,Progressive,1.56,-5.92,UV Protection,Sports,1,Coating,120,17,197,0,0,,0
16538,2025-02-24,Delhi,Progressive,1.74,-4.41,UV Protection,Half Rim,0,Prescription Verification,120,50,102,0,0,,0
16539,2025-10-21,Chennai,Single Vision,1.5,-4.42,Anti Glare,Half Rim,1,Prescription Verification,48,17,44,0,0,,0
16540,2024-09-30,Hyderabad,Progressive,1.6,-0.76,Photochromic,Aviator,1,Order Placed,120,66,112,0,0,,0
16541,2025-01-19,Chennai,Single Vision,1.56,3.61,Photochromic,Sports,0,QC,48,50,76,0,0,Inventory Shortage,1
16542,2024-10-31,Delhi,Single Vision,1.6,-6.23,Blue Cut,Sports,1,Prescription Verification,48,12,54,0,0,,0
16543,2025-10-06,Mumbai,High Index,1.74,1.74,UV Protection,Half Rim,0,Prescription Verification,168,31,280,0,0,Inventory Shortage,1
16544,2025-05-20,Mumbai,Single Vision,1.67,3.9,UV Protection,Sports,1,Assembly,48,14,78,0,0,,0
16545,2024-12-09,Mumbai,Single Vision,1.6,-0.71,UV Protection,Rimless,0,Assembly,48,14,67,0,0,Machine Downtime,1
16546,2026-05-11,Delhi,High Index,1.67,1.59,Anti Glare,Full Rim,0,Lens Cutting,168,61,153,0,0,,0
16547,2026-05-30,Chennai,Progressive,1.74,-2.87,Photochromic,Aviator,1,Delivered,120,63,101,0,0,,0
16548,2024-09-23,Mumbai,Progressive,1.74,1.72,Photochromic,Aviator,1,Assembly,120,41,152,0,0,,0
16549,2025-02-04,Delhi,Single Vision,1.67,3.85,Blue Cut,Rimless,1,Order Placed,48,62,47,0,0,,0
16550,2024-12-10,Hyderabad,Single Vision,1.56,3.66,Photochromic,Half Rim,1,Order Placed,48,55,67,0,0,,0
16551,2025-04-02,Bangalore,Progressive,1.56,-5.12,Anti Glare,Half Rim,0,Delivered,120,57,76,0,0,,0
16552,2025-07-04,Hyderabad,Progressive,1.74,3.89,Blue Cut,Sports,1,Order Placed,120,51,212,0,0,,0
16553,2026-04-27,Delhi,Single Vision,1.56,3.53,Photochromic,Half Rim,1,Delivered,48,34,81,0,0,,0
16554,2025-10-24,Chennai,Bifocal,1.74,-3.54,Photochromic,Full Rim,1,QC,96,7,162,1,1,Logistics Delay,1
16555,2025-05-27,Bangalore,Progressive,1.6,-6.03,UV Protection,Aviator,0,Assembly,120,11,69,0,0,,0
16556,2026-05-13,Mumbai,Bifocal,1.5,0.76,Photochromic,Aviator,1,QC,96,55,148,0,0,,0
16557,2026-05-07,Delhi,Single Vision,1.6,1.09,Photochromic,Sports,1,Delivered,48,13,80,0,0,,0
16558,2025-02-03,Chennai,Single Vision,1.5,2.07,Anti Glare,Aviator,1,Packing,48,14,84,0,0,,0
16559,2025-04-19,Chennai,Bifocal,1.67,-7.8,Blue Cut,Half Rim,1,Prescription Verification,96,8,159,0,0,,0
16560,2026-04-08,Chennai,Progressive,1.67,-4.27,UV Protection,Aviator,1,Packing,120,12,115,0,0,,0
16561,2024-11-13,Mumbai,Progressive,1.74,-3.54,Photochromic,Aviator,0,Prescription Verification,120,43,215,0,0,Inventory Shortage,1
16562,2024-07-25,Bangalore,Progressive,1.56,4.55,Photochromic,Full Rim,1,Shipped,120,39,125,0,0,,0
16563,2025-10-03,Mumbai,Progressive,1.6,-4.82,UV Protection,Aviator,1,QC,120,6,113,0,0,,0
16564,2025-06-01,Hyderabad,High Index,1.56,-4.15,UV Protection,Sports,0,Shipped,168,34,273,0,0,Machine Downtime,1
16565,2025-05-28,Mumbai,Single Vision,1.74,-5.58,Photochromic,Full Rim,1,Packing,48,32,40,0,0,,0
16566,2025-02-15,Chennai,Bifocal,1.6,-4.14,Anti Glare,Full Rim,1,Coating,96,54,55,0,0,,0
16567,2025-02-21,Bangalore,Bifocal,1.74,-1.64,Anti Glare,Rimless,1,Delivered,96,57,56,0,0,,0
16568,2026-05-29,Mumbai,Single Vision,1.5,-5.3,Photochromic,Sports,1,Shipped,48,31,38,0,0,,0
16569,2025-11-06,Chennai,Single Vision,1.6,5.69,Blue Cut,Half Rim,1,Packing,48,5,60,0,0,,0
16570,2024-10-11,Hyderabad,Single Vision,1.74,4.99,Anti Glare,Sports,1,Order Placed,48,36,71,0,0,,0
16571,2025-04-30,Chennai,Progressive,1.56,-7.76,Blue Cut,Sports,1,QC,120,64,190,0,0,,0
16572,2024-07-18,Delhi,Progressive,1.74,-3.93,UV Protection,Sports,0,Shipped,120,6,151,0,0,Supplier Delay,1
16573,2025-11-13,Delhi,Single Vision,1.74,-1.91,UV Protection,Half Rim,0,Coating,48,57,59,0,0,Inventory Shortage,1
16574,2026-02-08,Mumbai,Single Vision,1.56,-5.36,Blue Cut,Sports,1,Order Placed,48,14,48,0,0,,0
16575,2026-01-23,Chennai,Single Vision,1.67,-4.29,Anti Glare,Sports,1,Assembly,48,31,56,0,0,,0
16576,2025-02-09,Hyderabad,Progressive,1.6,2.49,Anti Glare,Full Rim,1,Shipped,120,65,147,0,0,,0
16577,2025-07-18,Hyderabad,Single Vision,1.67,3.7,UV Protection,Full Rim,1,Order Placed,48,49,57,0,0,,0
16578,2026-01-12,Hyderabad,Single Vision,1.5,1.98,Anti Glare,Half Rim,1,Order Placed,48,14,57,0,0,,0
16579,2025-10-12,Chennai,Single Vision,1.56,0.72,Blue Cut,Half Rim,1,QC,48,35,81,0,0,,0
16580,2025-08-10,Delhi,Progressive,1.56,3.34,Anti Glare,Half Rim,1,Delivered,120,31,160,0,0,,0
16581,2024-11-30,Mumbai,Progressive,1.56,-7.87,Blue Cut,Aviator,1,Coating,120,63,75,0,0,,0
16582,2025-07-06,Delhi,High Index,1.56,4.6,Photochromic,Sports,1,Assembly,168,24,200,0,0,,0
16583,2025-09-02,Mumbai,Single Vision,1.6,4.09,Blue Cut,Half Rim,1,Order Placed,48,43,68,0,0,,0
16584,2024-10-01,Mumbai,Single Vision,1.74,-3.64,Blue Cut,Full Rim,1,Order Placed,48,49,43,0,0,,0
16585,2026-03-02,Hyderabad,Progressive,1.67,-6.09,Anti Glare,Rimless,1,QC,120,61,199,0,0,,0
16586,2026-06-12,Chennai,Progressive,1.67,4.39,Photochromic,Rimless,0,Assembly,120,15,103,0,0,,0
16587,2025-01-12,Mumbai,Single Vision,1.56,3.26,Blue Cut,Sports,1,Shipped,48,56,69,0,0,,0
16588,2026-06-11,Hyderabad,Single Vision,1.56,2.87,Blue Cut,Full Rim,1,Prescription Verification,48,38,39,0,0,,0
16589,2026-03-20,Delhi,Bifocal,1.5,-3.74,Photochromic,Rimless,1,Shipped,96,54,59,0,0,,0
16590,2025-09-30,Chennai,Single Vision,1.67,-3.97,Blue Cut,Sports,1,Delivered,48,33,47,0,0,,0
16591,2024-09-16,Chennai,Progressive,1.67,0.74,Photochromic,Half Rim,1,Prescription Verification,120,14,151,0,0,,0
16592,2025-10-25,Bangalore,Progressive,1.74,3.57,Blue Cut,Aviator,0,Shipped,120,44,212,1,1,QC Failure,1
16593,2025-06-07,Mumbai,Single Vision,1.6,0.18,Photochromic,Rimless,1,Shipped,48,19,38,1,1,,0
16594,2024-07-30,Chennai,Single Vision,1.74,-0.58,Blue Cut,Rimless,1,Prescription Verification,48,46,70,1,1,Supplier Delay,1
16595,2026-01-11,Bangalore,Single Vision,1.6,1.41,Photochromic,Sports,1,Coating,48,14,73,0,0,,0
16596,2024-11-16,Delhi,High Index,1.67,-3.07,Blue Cut,Half Rim,1,Assembly,168,53,251,0,0,,0
16597,2026-01-27,Bangalore,Progressive,1.6,-6.38,Blue Cut,Rimless,0,Lens Cutting,120,52,108,0,0,,0
16598,2025-01-22,Delhi,Progressive,1.74,-3.82,UV Protection,Sports,0,Delivered,120,40,187,0,0,QC Failure,1
16599,2025-08-26,Mumbai,Single Vision,1.74,-1.81,UV Protection,Aviator,1,Assembly,48,23,70,0,0,,0
16600,2026-01-31,Bangalore,Progressive,1.6,-5.35,Blue Cut,Sports,0,Prescription Verification,120,49,199,0,0,Supplier Delay,1
16601,2024-06-27,Hyderabad,Progressive,1.6,1.61,Photochromic,Rimless,1,Lens Cutting,120,67,211,0,0,,0
16602,2025-11-01,Delhi,Single Vision,1.56,2.02,Photochromic,Half Rim,1,Lens Cutting,48,21,59,0,0,,0
16603,2025-07-07,Hyderabad,Single Vision,1.67,5.28,Photochromic,Half Rim,1,QC,48,29,59,0,0,,0
16604,2025-10-10,Hyderabad,Progressive,1.67,-1.02,Photochromic,Aviator,0,Prescription Verification,120,22,178,0,0,Inventory Shortage,1
16605,2024-12-23,Bangalore,Single Vision,1.56,3.01,UV Protection,Aviator,0,Packing,48,41,62,1,1,Inventory Shortage,1
16606,2024-07-08,Delhi,Bifocal,1.6,-3.37,Anti Glare,Half Rim,1,Order Placed,96,24,91,0,0,,0
16607,2024-09-02,Delhi,Single Vision,1.6,0.19,Anti Glare,Full Rim,0,QC,48,11,69,1,1,Machine Downtime,1
16608,2025-01-08,Bangalore,Progressive,1.74,1.36,Anti Glare,Sports,1,Delivered,120,52,87,0,0,,0
16609,2025-10-10,Mumbai,Bifocal,1.56,3.69,Photochromic,Rimless,1,Prescription Verification,96,32,85,0,0,,0
16610,2026-05-14,Hyderabad,High Index,1.67,-2.21,UV Protection,Rimless,1,Packing,168,23,301,0,0,,0
16611,2026-03-23,Chennai,Bifocal,1.67,5.35,UV Protection,Sports,1,Packing,96,57,117,0,0,,0
16612,2026-02-28,Hyderabad,Single Vision,1.5,-5.82,Photochromic,Aviator,0,Delivered,48,30,38,1,1,Logistics Delay,1
16613,2025-06-18,Chennai,Progressive,1.74,-0.27,Blue Cut,Sports,1,Delivered,120,36,64,0,0,,0
16614,2025-07-31,Hyderabad,High Index,1.56,1.6,Blue Cut,Sports,0,Assembly,168,23,137,0,0,,0
16615,2026-02-10,Bangalore,Progressive,1.5,-2.13,Anti Glare,Full Rim,1,Prescription Verification,120,31,70,0,0,,0
16616,2026-04-25,Hyderabad,Single Vision,1.56,-3.97,Photochromic,Half Rim,1,Assembly,48,14,52,0,0,,0
16617,2024-09-07,Hyderabad,High Index,1.56,-4.52,UV Protection,Full Rim,0,Order Placed,168,20,284,0,0,Machine Downtime,1
16618,2024-12-03,Hyderabad,Bifocal,1.5,-1.89,UV Protection,Rimless,0,Order Placed,96,36,51,0,0,,0
16619,2026-04-08,Bangalore,Bifocal,1.6,0.94,Photochromic,Aviator,0,Shipped,96,2,88,0,0,,0
16620,2024-11-10,Hyderabad,Single Vision,1.6,1.13,Photochromic,Half Rim,1,Assembly,48,42,67,1,1,Logistics Delay,1
16621,2024-07-25,Hyderabad,Bifocal,1.5,-6.09,UV Protection,Rimless,1,Packing,96,40,160,1,1,Inventory Shortage,1
16622,2025-07-05,Delhi,Progressive,1.74,1.17,Anti Glare,Rimless,1,Prescription Verification,120,28,144,0,0,,0
16623,2025-01-13,Delhi,Progressive,1.56,5.75,UV Protection,Rimless,0,Delivered,120,23,122,0,0,Supplier Delay,1
16624,2026-06-11,Mumbai,Progressive,1.67,-7.41,UV Protection,Aviator,0,QC,120,7,144,0,0,Supplier Delay,1
16625,2025-04-16,Chennai,Progressive,1.67,2.76,Blue Cut,Rimless,1,Assembly,120,37,196,0,0,,0
16626,2024-12-08,Delhi,Progressive,1.56,-1.28,Photochromic,Aviator,1,Packing,120,20,138,0,0,,0
16627,2026-04-23,Mumbai,Single Vision,1.5,-1.01,Photochromic,Full Rim,1,Prescription Verification,48,39,34,0,0,,0
16628,2026-01-24,Delhi,Progressive,1.6,-3.66,Anti Glare,Rimless,1,QC,120,57,107,0,0,,0
16629,2025-12-12,Hyderabad,Single Vision,1.6,-2.25,UV Protection,Sports,1,QC,48,43,75,0,0,,0
16630,2024-08-22,Hyderabad,Single Vision,1.6,1.98,UV Protection,Aviator,1,Delivered,48,62,26,0,0,,0
16631,2026-05-26,Mumbai,Bifocal,1.56,-3.01,Anti Glare,Rimless,1,Order Placed,96,2,57,0,0,,0
16632,2025-04-11,Bangalore,Single Vision,1.5,1.82,UV Protection,Rimless,1,Order Placed,48,69,68,1,1,Logistics Delay,1
16633,2026-03-13,Chennai,Bifocal,1.6,3.72,Photochromic,Full Rim,1,Delivered,96,49,133,0,0,,0
16634,2026-01-28,Mumbai,Single Vision,1.6,-6.78,UV Protection,Aviator,0,Prescription Verification,48,44,42,0,0,,0
16635,2026-05-07,Hyderabad,Single Vision,1.74,4.68,Blue Cut,Full Rim,1,Prescription Verification,48,10,81,0,0,,0
16636,2025-08-03,Bangalore,Bifocal,1.74,-0.4,UV Protection,Half Rim,0,Packing,96,60,109,0,0,Logistics Delay,1
16637,2024-11-30,Delhi,Single Vision,1.6,-1.53,Photochromic,Half Rim,1,Packing,48,44,49,0,0,,0
16638,2025-07-07,Mumbai,Single Vision,1.67,0.83,Photochromic,Rimless,1,QC,48,8,28,0,0,,0
16639,2024-12-02,Chennai,Progressive,1.56,-7.6,Anti Glare,Full Rim,1,Prescription Verification,120,55,199,0,0,,0
16640,2025-08-03,Bangalore,Single Vision,1.74,-6.0,UV Protection,Aviator,1,Lens Cutting,48,64,46,0,0,,0
16641,2025-09-14,Hyderabad,Single Vision,1.6,-5.72,UV Protection,Rimless,1,Assembly,48,64,34,0,0,,0
16642,2024-09-07,Bangalore,Bifocal,1.74,1.21,Photochromic,Sports,0,Prescription Verification,96,52,142,0,0,Supplier Delay,1
16643,2025-06-24,Chennai,Single Vision,1.74,-2.32,Anti Glare,Full Rim,0,Packing,48,36,33,0,0,,0
16644,2025-04-22,Mumbai,Single Vision,1.6,-0.7,Blue Cut,Aviator,0,Packing,48,10,53,0,0,Inventory Shortage,1
16645,2025-11-13,Delhi,Progressive,1.74,3.08,UV Protection,Aviator,0,Prescription Verification,120,51,135,0,0,Logistics Delay,1
16646,2025-12-26,Delhi,Bifocal,1.6,-4.36,Photochromic,Half Rim,1,Coating,96,38,145,1,1,Machine Downtime,1
16647,2025-01-20,Bangalore,Bifocal,1.56,-2.28,Anti Glare,Full Rim,1,Coating,96,33,154,0,0,,0
16648,2026-02-05,Hyderabad,Progressive,1.56,-4.22,UV Protection,Full Rim,1,Shipped,120,47,134,0,0,,0
16649,2025-04-29,Chennai,Single Vision,1.5,-0.85,Photochromic,Full Rim,1,QC,48,30,69,0,0,,0
16650,2024-07-18,Delhi,Bifocal,1.5,-6.01,Blue Cut,Aviator,1,Shipped,96,33,91,0,0,,0
16651,2025-02-22,Delhi,High Index,1.5,0.26,Anti Glare,Sports,1,Assembly,168,30,89,0,0,,0
16652,2026-01-13,Chennai,High Index,1.74,-3.58,Anti Glare,Rimless,0,Lens Cutting,168,60,213,0,0,QC Failure,1
16653,2025-11-19,Bangalore,Single Vision,1.74,-7.51,UV Protection,Half Rim,1,Lens Cutting,48,23,25,0,0,,0
16654,2025-12-24,Mumbai,High Index,1.67,0.09,Photochromic,Half Rim,1,Shipped,168,60,280,0,0,,0
16655,2025-07-06,Hyderabad,Progressive,1.67,-7.24,Blue Cut,Full Rim,0,Lens Cutting,120,16,196,0,0,Supplier Delay,1
16656,2026-02-21,Bangalore,Single Vision,1.67,-0.71,Blue Cut,Full Rim,1,Delivered,48,24,40,0,0,,0
16657,2024-06-20,Mumbai,Bifocal,1.6,4.98,Photochromic,Half Rim,1,Prescription Verification,96,10,111,0,0,,0
16658,2025-03-06,Chennai,Single Vision,1.56,2.06,Blue Cut,Aviator,0,Packing,48,67,67,0,0,Supplier Delay,1
16659,2026-04-18,Mumbai,Progressive,1.5,5.55,Anti Glare,Full Rim,1,Lens Cutting,120,50,194,0,0,,0
16660,2026-03-08,Mumbai,Bifocal,1.5,4.04,UV Protection,Half Rim,1,Coating,96,45,129,0,0,,0
16661,2025-01-14,Bangalore,Single Vision,1.56,-0.39,Anti Glare,Aviator,1,Coating,48,61,59,0,0,,0
16662,2025-01-29,Delhi,High Index,1.56,-0.39,UV Protection,Aviator,0,Packing,168,18,116,0,0,,0
16663,2024-08-19,Delhi,Progressive,1.6,-2.99,Photochromic,Half Rim,1,Prescription Verification,120,44,92,0,0,,0
16664,2024-11-14,Hyderabad,Single Vision,1.5,-4.71,Photochromic,Aviator,1,Packing,48,1,65,0,0,,0
16665,2026-06-02,Hyderabad,Single Vision,1.6,-7.65,Blue Cut,Sports,1,Packing,48,42,66,0,0,,0
16666,2024-08-05,Chennai,High Index,1.67,-5.74,UV Protection,Half Rim,0,Coating,168,60,149,0,0,QC Failure,1
16667,2025-12-21,Bangalore,Single Vision,1.67,0.73,Blue Cut,Sports,1,Lens Cutting,48,4,51,0,0,,0
16668,2024-11-26,Hyderabad,Single Vision,1.74,-2.32,Anti Glare,Sports,1,QC,48,4,28,1,1,,0
16669,2025-06-27,Chennai,Progressive,1.6,5.64,Photochromic,Aviator,1,Packing,120,21,72,0,0,,0
16670,2026-02-11,Chennai,Progressive,1.56,0.05,UV Protection,Aviator,0,Delivered,120,69,74,0,0,,0
16671,2024-10-21,Hyderabad,Progressive,1.6,2.07,Anti Glare,Sports,0,Shipped,120,52,191,0,0,Logistics Delay,1
16672,2024-06-24,Delhi,Progressive,1.67,-1.9,UV Protection,Half Rim,1,Shipped,120,34,64,0,0,,0
16673,2024-08-13,Chennai,Single Vision,1.6,5.61,Blue Cut,Aviator,1,Packing,48,2,67,0,0,,0
16674,2026-01-28,Hyderabad,High Index,1.6,1.72,Photochromic,Sports,1,Shipped,168,60,174,0,0,,0
16675,2026-03-03,Bangalore,Single Vision,1.5,-0.19,UV Protection,Full Rim,1,Prescription Verification,48,31,82,0,0,,0
16676,2025-12-27,Chennai,Progressive,1.56,2.74,Photochromic,Aviator,0,Lens Cutting,120,56,174,0,0,Supplier Delay,1
16677,2025-02-01,Delhi,Single Vision,1.5,-3.44,UV Protection,Full Rim,1,Delivered,48,63,78,0,0,,0
16678,2026-04-19,Chennai,Bifocal,1.56,-3.92,Anti Glare,Half Rim,1,Prescription Verification,96,21,86,0,0,,0
16679,2025-08-28,Hyderabad,Single Vision,1.67,-6.0,UV Protection,Rimless,1,Order Placed,48,16,29,0,0,,0
16680,2026-05-15,Delhi,Single Vision,1.74,-2.48,Photochromic,Rimless,1,Delivered,48,50,79,0,0,,0
16681,2024-10-28,Mumbai,Single Vision,1.74,0.5,Anti Glare,Full Rim,1,Coating,48,24,38,0,0,,0
16682,2024-09-11,Bangalore,Single Vision,1.67,-2.0,Blue Cut,Full Rim,1,Shipped,48,69,71,0,0,,0
16683,2024-09-25,Chennai,Single Vision,1.6,-1.2,UV Protection,Rimless,1,Assembly,48,54,59,0,0,,0
16684,2026-03-17,Mumbai,Single Vision,1.6,-2.78,Blue Cut,Full Rim,1,Prescription Verification,48,61,84,0,0,,0
16685,2024-11-10,Hyderabad,Single Vision,1.56,-0.85,Blue Cut,Half Rim,1,Order Placed,48,11,56,0,0,,0
16686,2025-09-12,Mumbai,Single Vision,1.74,-5.21,UV Protection,Full Rim,1,Delivered,48,4,82,0,0,,0
16687,2025-09-06,Mumbai,Progressive,1.5,-2.25,Photochromic,Sports,1,Packing,120,5,71,0,0,,0
16688,2025-08-14,Hyderabad,Progressive,1.56,4.2,Anti Glare,Rimless,1,Packing,120,3,129,0,0,,0
16689,2025-07-01,Bangalore,Progressive,1.5,-4.35,Photochromic,Aviator,0,Prescription Verification,120,11,84,0,0,,0
16690,2025-10-18,Chennai,Single Vision,1.5,1.97,Photochromic,Half Rim,1,Coating,48,57,81,0,0,,0
16691,2024-09-08,Hyderabad,Single Vision,1.74,-6.4,Blue Cut,Half Rim,1,Assembly,48,57,72,0,0,,0
16692,2025-05-06,Hyderabad,Single Vision,1.6,2.25,UV Protection,Sports,1,Packing,48,25,62,0,0,,0
16693,2024-12-24,Hyderabad,Single Vision,1.67,3.9,Blue Cut,Half Rim,1,Prescription Verification,48,27,51,0,0,,0
16694,2026-05-14,Chennai,Single Vision,1.6,2.37,Anti Glare,Half Rim,1,Prescription Verification,48,40,80,0,0,,0
16695,2026-03-23,Chennai,Progressive,1.56,0.67,Blue Cut,Half Rim,1,QC,120,56,211,1,1,Machine Downtime,1
16696,2025-09-19,Bangalore,Single Vision,1.67,-5.88,Anti Glare,Full Rim,1,Assembly,48,8,62,0,0,,0
16697,2025-04-19,Chennai,Progressive,1.74,5.51,Anti Glare,Sports,1,Delivered,120,41,117,0,0,,0
16698,2024-11-28,Chennai,Single Vision,1.67,4.92,Blue Cut,Aviator,1,Delivered,48,67,26,0,0,,0
16699,2025-08-14,Mumbai,Single Vision,1.5,-1.44,UV Protection,Rimless,1,Shipped,48,49,80,0,0,,0
16700,2025-09-28,Delhi,Single Vision,1.6,4.0,Blue Cut,Rimless,1,Assembly,48,49,48,0,0,,0
16701,2026-01-22,Bangalore,Bifocal,1.67,-6.86,Blue Cut,Aviator,1,Order Placed,96,33,70,0,0,,0
16702,2025-10-28,Hyderabad,Single Vision,1.74,4.27,UV Protection,Rimless,1,Shipped,48,46,83,0,0,,0
16703,2025-01-29,Delhi,Bifocal,1.6,3.0,Blue Cut,Rimless,1,Shipped,96,67,111,0,0,,0
16704,2024-07-15,Hyderabad,Progressive,1.6,-4.77,Photochromic,Rimless,0,Assembly,120,26,208,0,0,Machine Downtime,1
16705,2025-01-24,Hyderabad,Progressive,1.5,5.87,UV Protection,Sports,1,Prescription Verification,120,22,201,0,0,,0
16706,2024-10-08,Mumbai,Single Vision,1.74,-1.43,Blue Cut,Half Rim,1,Order Placed,48,33,36,0,0,,0
16707,2026-01-24,Chennai,Bifocal,1.74,-3.27,UV Protection,Full Rim,1,QC,96,21,151,0,0,,0
16708,2026-05-09,Chennai,Progressive,1.56,-2.5,UV Protection,Full Rim,0,Prescription Verification,120,1,171,0,0,Supplier Delay,1
16709,2024-09-19,Bangalore,Single Vision,1.74,3.79,Blue Cut,Rimless,1,Assembly,48,46,71,0,0,,0
16710,2025-06-06,Hyderabad,Single Vision,1.6,-6.35,Blue Cut,Half Rim,1,Shipped,48,19,67,0,0,,0
16711,2025-10-18,Hyderabad,Progressive,1.5,4.56,Anti Glare,Half Rim,1,Coating,120,67,160,0,0,,0
16712,2026-03-22,Hyderabad,Progressive,1.6,2.58,Blue Cut,Half Rim,0,Packing,120,55,60,0,0,,0
16713,2026-03-03,Delhi,Single Vision,1.6,2.28,UV Protection,Half Rim,1,Order Placed,48,38,47,0,0,,0
16714,2025-04-03,Bangalore,Progressive,1.5,-5.58,UV Protection,Aviator,1,Order Placed,120,55,122,0,0,,0
16715,2024-11-24,Chennai,Bifocal,1.56,-1.81,Blue Cut,Sports,1,Assembly,96,68,153,0,0,,0
16716,2026-01-14,Mumbai,Progressive,1.5,-4.14,Anti Glare,Full Rim,1,Shipped,120,15,165,0,0,,0
